"X.1","X","addr_state","YearBefore","loan_amnt","term","int_rate","installment","grade","home_ownership","annual_inc","verification_status","issue_d","loan_status","purpose","dti","earliest_cr_line","open_acc","pub_rec","total_acc","initial_list_status","application_type","GeoName","Compensation.of.employees","Gross.operating.surplus","Per.capita.real.GDP.by.state","Quantity.indexes.for.real.GDP.by.state","Real.GDP.by.state","Subsidies","Taxes.on.production.and.imports","regions"
755170,755279,"TX",2012,10000," 36 months",11.14,328.06,"B","MORTGAGE",0.6677529,"Source Verified","2013-01-01","Not Defaulted","debt_consolidation",19.68,"1998-05-01",8,1,23,"f","INDIVIDUAL","Texas",386,367,321,312,51,202,14,"South"
5244,5246,"AL",2013,14400," 60 months",17.57,362.31,"D","MORTGAGE",0.6632104,"Source Verified","2014-05-01","Not Defaulted","debt_consolidation",27.37,"1998-11-01",10,0,15,"w","INDIVIDUAL","Alabama",4,388,55,195,104,262,39,"South"
883013,883134,"WY",2012,7650," 36 months",13.11,258.17,"B","RENT",0.6847421,"Not Verified","2013-03-01","Not Defaulted","credit_card",16.45,"1997-05-01",9,0,28,"f","INDIVIDUAL","Wyoming",118,156,410,338,232,335,288,"West"
529856,529941,"NJ",2014,10875," 36 months",17.86,392.4,"D","MORTGAGE",0.6927957,"Not Verified","2015-07-01","Not Defaulted","debt_consolidation",21.39,"1995-09-01",18,1,30,"w","INDIVIDUAL","New Jersey",253,160,395,121,330,108,341,"Northeast"
433343,433416,"MI",2014,6000," 36 months",10.49,194.99,"B","RENT",0.6432493,"Verified","2015-01-01","Not Defaulted","debt_consolidation",36.29,"1999-06-01",8,0,20,"f","INDIVIDUAL","Michigan",197,104,141,315,286,38,251,"Midwest"
823457,823572,"VA",2012,11325," 60 months",15.1,270.02,"C","RENT",0.65624,"Source Verified","2013-11-01","Not Defaulted","credit_card",26.12,"1983-01-01",6,0,32,"w","INDIVIDUAL","Virginia",201,86,341,142,298,33,209,"South"
404096,404158,"MD",2013,5375," 36 months",19.52,198.45,"E","RENT",0.610573,"Verified","2014-10-01","Not Defaulted","credit_card",20.7,"2005-09-01",8,0,8,"f","INDIVIDUAL","Maryland",134,49,376,216,222,40,147,"South"
436594,436667,"MI",2014,10000," 60 months",18.2,255.03,"E","MORTGAGE",0.6874604,"Source Verified","2015-11-01","Not Defaulted","debt_consolidation",15.46,"2000-11-01",14,1,20,"w","INDIVIDUAL","Michigan",197,104,141,315,286,38,251,"Midwest"
698560,698664,"PA",2014,11200," 36 months",9.17,357.05,"B","OWN",0.6997164,"Source Verified","2015-12-01","Not Defaulted","debt_consolidation",21.54,"1983-08-01",10,0,23,"w","INDIVIDUAL","Pennsylvania",295,230,304,296,385,144,317,"Northeast"
672241,672340,"OR",2012,11500," 36 months",16.78,408.75,"C","RENT",0.6574448,"Not Verified","2013-08-01","Not Defaulted","debt_consolidation",9.24,"2006-12-01",4,0,4,"w","INDIVIDUAL","Oregon",450,424,310,236,112,299,435,"West"
622981,623074,"NY",2014,15000," 36 months",12.05,498.58,"C","RENT",0.6853026,"Source Verified","2015-11-01","Not Defaulted","credit_card",35.81,"1999-09-01",9,1,38,"f","INDIVIDUAL","New York",406,333,428,277,44,285,454,"Northeast"
849909,850029,"WA",2012,15600," 36 months",11.55,514.8,"B","MORTGAGE",0.6981146,"Verified","2013-08-01","Not Defaulted","debt_consolidation",18.72,"1999-11-01",13,0,24,"f","INDIVIDUAL","Washington",147,80,375,215,248,95,237,"West"
404659,404722,"MD",2013,30000," 36 months",9.67,963.38,"B","MORTGAGE",0.704821,"Verified","2014-01-01","Not Defaulted","debt_consolidation",6.5,"1965-06-01",14,0,40,"f","INDIVIDUAL","Maryland",134,49,376,216,222,40,147,"South"
734158,734263,"TN",2013,12000," 60 months",22.15,332.46,"E","MORTGAGE",0.6745456,"Source Verified","2014-07-01","Not Defaulted","home_improvement",5.65,"1996-06-01",6,0,12,"w","INDIVIDUAL","Tennessee",85,32,134,292,194,328,155,"South"
228832,228873,"FL",2013,9350," 36 months",12.49,312.75,"B","MORTGAGE",0.6758116,"Source Verified","2014-05-01","Not Defaulted","debt_consolidation",24.29,"2002-07-01",11,0,17,"w","INDIVIDUAL","Florida",324,248,78,107,423,155,389,"South"
807399,807512,"TX",2014,10000," 36 months",14.48,344.12,"C","OWN",0.6949773,"Source Verified","2015-12-01","Not Defaulted","credit_card",14.47,"2005-05-01",5,0,12,"w","INDIVIDUAL","Texas",412,384,374,325,67,201,46,"South"
84035,84057,"CA",2013,9800," 36 months",15.61,342.66,"D","RENT",0.6574448,"Not Verified","2014-09-01","Not Defaulted","debt_consolidation",27.37,"2010-04-01",12,0,16,"w","INDIVIDUAL","California",20,426,378,269,123,359,66,"West"
764005,764116,"TX",2013,6000," 36 months",18.92,219.7,"D","MORTGAGE",0.6629523,"Not Verified","2014-03-01","Not Defaulted","debt_consolidation",20.88,"1989-03-01",12,0,17,"f","INDIVIDUAL","Texas",396,379,346,322,58,207,22,"South"
430998,431071,"MI",2014,10000," 60 months",12.29,223.92,"C","OWN",0.6629523,"Not Verified","2015-10-01","Not Defaulted","debt_consolidation",38.52,"2002-09-01",12,0,21,"w","INDIVIDUAL","Michigan",197,104,141,315,286,38,251,"Midwest"
362502,362558,"KY",2014,10000," 60 months",18.55,256.94,"E","MORTGAGE",0.682408,"Verified","2015-07-01","Not Defaulted","small_business",15.75,"2003-05-01",10,0,13,"w","INDIVIDUAL","Kentucky",5,378,93,281,93,263,57,"South"
707039,707143,"PA",2014,5000," 36 months",13.99,170.87,"C","OWN",0.6792599,"Source Verified","2015-06-01","Not Defaulted","major_purchase",19.84,"1984-10-01",7,0,27,"w","INDIVIDUAL","Pennsylvania",295,230,304,296,385,144,317,"Northeast"
676022,676123,"OR",2013,16000," 36 months",9.49,512.46,"B","MORTGAGE",0.6970308,"Source Verified","2014-11-01","Not Defaulted","debt_consolidation",24.52,"1988-08-01",12,2,35,"w","INDIVIDUAL","Oregon",459,412,284,190,108,297,442,"West"
656704,656798,"OH",2014,5000," 36 months",17.14,178.62,"D","MORTGAGE",0.6586125,"Source Verified","2015-01-01","Not Defaulted","debt_consolidation",17.83,"1999-05-01",3,0,5,"f","INDIVIDUAL","Ohio",263,194,248,310,355,102,287,"Midwest"
458898,458974,"MO",2012,13600," 36 months",11.14,446.15,"B","MORTGAGE",0.6726188,"Not Verified","2013-05-01","Not Defaulted","debt_consolidation",13.92,"2002-09-01",14,0,21,"f","INDIVIDUAL","Missouri",77,5,146,29,159,390,85,"Midwest"
878955,879075,"WV",2012,19700," 60 months",14.33,461.77,"C","MORTGAGE",0.6677529,"Verified","2013-03-01","Not Defaulted","debt_consolidation",31.23,"1998-09-01",15,0,19,"f","INDIVIDUAL","West Virginia",296,245,40,120,402,79,360,"South"
304093,304140,"IL",2012,9250," 36 months",13.68,314.71,"C","MORTGAGE",0.6479308,"Verified","2013-08-01","Not Defaulted","debt_consolidation",14.41,"2001-11-01",7,1,23,"f","INDIVIDUAL","Illinois",304,233,355,201,410,177,346,"Midwest"
117593,117622,"CA",2014,35000," 36 months",12.39,1169.04,"C","MORTGAGE",0.6914187,"Verified","2015-01-01","Not Defaulted","debt_consolidation",17.12,"1982-03-01",16,0,31,"w","INDIVIDUAL","California",24,450,393,309,129,361,74,"West"
680508,680610,"OR",2014,4100," 36 months",5.32,123.48,"A","MORTGAGE",0.6586125,"Not Verified","2015-12-01","Not Defaulted","credit_card",6,"1986-01-01",10,0,18,"w","INDIVIDUAL","Oregon",9,415,287,231,111,293,447,"West"
503600,503682,"NH",2006,15000," 36 months",16.59,531.74,"G","RENT",0.6637631,"Not Verified","2007-12-01","Not Defaulted","debt_consolidation",20.53,"2000-01-01",8,0,13,"f","INDIVIDUAL","New Hampshire",272,177,298,103,392,83,305,"Northeast"
185578,185610,"CO",2014,5200," 36 months",7.89,162.69,"A","MORTGAGE",0.6879801,"Not Verified","2015-12-01","Not Defaulted","small_business",14.78,"2001-12-01",13,0,36,"f","INDIVIDUAL","Colorado",112,40,348,314,203,365,111,"West"
597332,597425,"NY",2013,8650," 36 months",21.99,330.31,"E","RENT",0.652378,"Source Verified","2014-04-01","Not Defaulted","Others",6.31,"2006-09-01",4,0,14,"w","INDIVIDUAL","New York",395,331,424,255,41,283,10,"Northeast"
671417,671516,"OR",2012,20000," 36 months",11.55,660,"B","MORTGAGE",0.6927957,"Verified","2013-07-01","Not Defaulted","debt_consolidation",13.75,"1995-09-01",14,0,28,"f","INDIVIDUAL","Oregon",450,424,310,236,112,299,435,"West"
134430,134460,"CA",2014,20000," 36 months",9.17,637.58,"B","RENT",0.691652,"Source Verified","2015-07-01","Not Defaulted","debt_consolidation",22.66,"2005-05-01",21,0,40,"f","INDIVIDUAL","California",24,450,393,309,129,361,74,"West"
583501,583592,"NY",2013,7000," 36 months",18.24,253.92,"D","RENT",0.6629523,"Not Verified","2014-08-01","Not Defaulted","Others",21.06,"2003-12-01",8,0,15,"f","INDIVIDUAL","New York",395,331,424,255,41,283,10,"Northeast"
351765,351820,"KS",2013,35000," 36 months",16.49,1238.98,"D","MORTGAGE",0.73617,"Not Verified","2014-12-01","Not Defaulted","debt_consolidation",7.66,"2002-07-01",14,0,21,"f","INDIVIDUAL","Kansas",414,344,226,230,53,15,9,"Midwest"
23276,23283,"AZ",2012,8000," 36 months",12.12,266.18,"B","MORTGAGE",0.6649473,"Verified","2013-02-01","Not Defaulted","credit_card",13.63,"2003-03-01",9,0,16,"f","INDIVIDUAL","Arizona",65,3,96,164,157,313,139,"West"
502002,502084,"ND",2014,16200," 60 months",22.99,456.6,"F","RENT",0.6677529,"Source Verified","2015-10-01","Not Defaulted","debt_consolidation",25.71,"2000-10-01",12,1,30,"w","INDIVIDUAL","North Dakota",241,229,455,328,352,332,301,"Midwest"
864470,864590,"WA",2014,24000," 60 months",13.67,554.35,"C","RENT",0.6792599,"Source Verified","2015-12-01","Not Defaulted","credit_card",28.51,"2003-12-01",13,0,14,"w","INDIVIDUAL","Washington",172,107,385,302,258,86,247,"West"
596576,596669,"NY",2013,10000," 36 months",10.99,327.34,"B","RENT",0.7087559,"Not Verified","2014-08-01","Not Defaulted","debt_consolidation",4.14,"1996-03-01",9,0,14,"f","INDIVIDUAL","New York",395,331,424,255,41,283,10,"Northeast"
873628,873748,"WI",2014,20000," 60 months",18.25,510.6,"E","OWN",0.6723224,"Source Verified","2015-08-01","Not Defaulted","credit_card",21.98,"2001-08-01",9,0,22,"w","INDIVIDUAL","Wisconsin",106,16,254,289,190,388,158,"Midwest"
304481,304528,"IL",2012,21000," 36 months",6.03,639.15,"A","MORTGAGE",0.7285309,"Verified","2013-08-01","Not Defaulted","debt_consolidation",7.32,"1985-12-01",11,0,26,"f","INDIVIDUAL","Illinois",304,233,355,201,410,177,346,"Midwest"
436475,436548,"MI",2014,30000," 60 months",15.41,720.18,"D","MORTGAGE",0.6879801,"Source Verified","2015-11-01","Not Defaulted","debt_consolidation",12.74,"1999-05-01",11,1,25,"w","INDIVIDUAL","Michigan",197,104,141,315,286,38,251,"Midwest"
822901,823016,"VA",2012,8000," 36 months",10.64,260.55,"B","RENT",0.6624364,"Not Verified","2013-07-01","Not Defaulted","debt_consolidation",17.27,"1997-01-01",10,0,18,"w","INDIVIDUAL","Virginia",201,86,341,142,298,33,209,"South"
437706,437779,"MI",2014,25900," 36 months",13.18,874.93,"C","MORTGAGE",0.6909475,"Verified","2015-12-01","Not Defaulted","Others",20.3,"2003-09-01",17,1,43,"w","INDIVIDUAL","Michigan",197,104,141,315,286,38,251,"Midwest"
162491,162522,"CA",2014,5225," 36 months",19.52,192.91,"E","RENT",0.610573,"Verified","2015-03-01","Not Defaulted","debt_consolidation",20.25,"2004-12-01",5,0,11,"f","INDIVIDUAL","California",24,450,393,309,129,361,74,"West"
602820,602913,"NY",2014,17000," 36 months",15.61,594.41,"D","OWN",0.6677529,"Source Verified","2015-04-01","Not Defaulted","debt_consolidation",14.64,"2000-05-01",13,1,17,"w","INDIVIDUAL","New York",406,333,428,277,44,285,454,"Northeast"
155006,155037,"CA",2014,8125," 36 months",11.53,268.05,"B","MORTGAGE",0.7027202,"Source Verified","2015-04-01","Not Defaulted","debt_consolidation",8.5,"1994-02-01",12,1,25,"f","INDIVIDUAL","California",24,450,393,309,129,361,74,"West"
67148,67164,"CA",2012,13000," 36 months",18.49,473.19,"D","RENT",0.683594,"Not Verified","2013-07-01","Not Defaulted","debt_consolidation",14.11,"2003-07-01",6,0,17,"f","INDIVIDUAL","California",17,409,373,205,119,358,58,"West"
724100,724205,"SC",2014,12000," 60 months",19.99,317.86,"E","RENT",0.6629523,"Source Verified","2015-07-01","Not Defaulted","debt_consolidation",18.45,"2006-05-01",9,0,16,"f","INDIVIDUAL","South Carolina",15,373,50,287,101,242,62,"South"
645623,645717,"OH",2013,24000," 36 months",12.99,808.54,"C","MORTGAGE",0.6927957,"Source Verified","2014-11-01","Not Defaulted","debt_consolidation",20.73,"2004-06-01",17,0,30,"f","INDIVIDUAL","Ohio",260,179,221,291,353,111,281,"Midwest"
217969,218008,"FL",2012,7800," 60 months",16.29,190.89,"C","OWN",0.6414951,"Verified","2013-06-01","Not Defaulted","debt_consolidation",29.6,"1984-05-01",10,0,22,"f","INDIVIDUAL","Florida",320,236,69,37,422,160,385,"South"
609448,609541,"NY",2014,15000," 36 months",10.99,491.01,"B","RENT",0.6863978,"Not Verified","2015-03-01","Not Defaulted","debt_consolidation",5.18,"2000-05-01",5,0,12,"f","INDIVIDUAL","New York",406,333,428,277,44,285,454,"Northeast"
305921,305968,"IL",2012,2300," 36 months",6.62,70.62,"A","MORTGAGE",0.7057937,"Not Verified","2013-02-01","Not Defaulted","major_purchase",5.48,"1989-01-01",10,0,32,"w","INDIVIDUAL","Illinois",304,233,355,201,410,177,346,"Midwest"
144915,144946,"CA",2014,18600," 36 months",12.69,623.94,"C","MORTGAGE",0.6841727,"Not Verified","2015-02-01","Not Defaulted","debt_consolidation",28.55,"1992-01-01",26,0,33,"f","INDIVIDUAL","California",24,450,393,309,129,361,74,"West"
120306,120335,"CA",2014,10000," 36 months",16.55,354.3,"D","RENT",0.6543579,"Verified","2015-08-01","Not Defaulted","debt_consolidation",33.86,"2009-07-01",5,0,9,"f","INDIVIDUAL","California",24,450,393,309,129,361,74,"West"
665751,665847,"OK",2013,15500," 36 months",9.17,494.13,"B","RENT",0.6695119,"Not Verified","2014-07-01","Not Defaulted","credit_card",18.97,"1998-07-01",5,0,14,"w","INDIVIDUAL","Oklahoma",433,403,177,320,84,273,38,"South"
339585,339638,"IN",2013,16000," 60 months",16.49,393.27,"D","MORTGAGE",0.6853026,"Not Verified","2014-12-01","Not Defaulted","debt_consolidation",27.21,"1997-09-01",13,0,34,"w","INDIVIDUAL","Indiana",96,54,194,297,210,41,123,"Midwest"
304895,304942,"IL",2012,35000," 36 months",11.55,1155,"B","MORTGAGE",0.69897,"Verified","2013-07-01","Not Defaulted","credit_card",14.2,"1981-01-01",6,0,14,"f","INDIVIDUAL","Illinois",304,233,355,201,410,177,346,"Midwest"
251176,251218,"FL",2014,12000," 36 months",12.29,400.24,"C","RENT",0.6776455,"Verified","2015-08-01","Not Defaulted","debt_consolidation",18.75,"2002-07-01",11,0,26,"w","INDIVIDUAL","Florida",329,259,92,225,425,153,392,"South"
880058,880179,"WV",2013,6600," 36 months",6.03,200.88,"A","RENT",0.642382,"Verified","2014-07-01","Not Defaulted","credit_card",13.03,"1985-06-01",9,0,21,"w","INDIVIDUAL","West Virginia",298,250,43,147,403,82,365,"South"
82553,82575,"CA",2013,25000," 60 months",20.99,676.2,"E","RENT",0.6927957,"Source Verified","2014-10-01","Not Defaulted","debt_consolidation",11.93,"1997-08-01",27,0,46,"w","INDIVIDUAL","California",20,426,378,269,123,359,66,"West"
327986,328036,"IL",2014,16000," 60 months",17.57,402.57,"D","RENT",0.6574448,"Source Verified","2015-08-01","Not Defaulted","debt_consolidation",19.65,"2005-09-01",10,0,26,"w","INDIVIDUAL","Illinois",313,247,361,232,414,172,351,"Midwest"
149816,149847,"CA",2014,35000," 60 months",12.69,790.82,"C","RENT",0.7413133,"Not Verified","2015-04-01","Not Defaulted","credit_card",6.63,"1986-02-01",10,0,16,"w","INDIVIDUAL","California",24,450,393,309,129,361,74,"West"
566341,566430,"NY",2011,12000," 36 months",14.33,412.06,"C","RENT",0.6792599,"Not Verified","2012-11-01","Not Defaulted","debt_consolidation",14.2,"2004-08-01",6,0,6,"w","INDIVIDUAL","New York",382,306,413,156,30,288,450,"Northeast"
423571,423643,"MI",2013,4825," 36 months",17.57,173.4,"D","OWN",0.6629523,"Not Verified","2014-10-01","Not Defaulted","debt_consolidation",22.56,"2007-11-01",6,0,7,"w","INDIVIDUAL","Michigan",190,92,127,308,275,52,231,"Midwest"
681635,681737,"PA",2009,10000," 36 months",7.88,312.82,"A","MORTGAGE",0.6677529,"Source Verified","2010-09-01","Not Defaulted","debt_consolidation",24.83,"1986-02-01",18,0,29,"f","INDIVIDUAL","Pennsylvania",268,172,223,1,371,143,276,"Northeast"
403278,403339,"MD",2013,10200," 60 months",15.59,245.83,"D","MORTGAGE",0.7047869,"Source Verified","2014-11-01","Not Defaulted","Others",16.53,"1998-05-01",14,0,44,"w","INDIVIDUAL","Maryland",134,49,376,216,222,40,147,"South"
811914,812027,"TX",2014,20000," 60 months",15.61,482.23,"D","MORTGAGE",0.6936847,"Source Verified","2015-03-01","Not Defaulted","debt_consolidation",28,"2001-09-01",14,0,31,"f","INDIVIDUAL","Texas",412,384,374,325,67,201,46,"South"
22766,22773,"AZ",2012,15000," 36 months",12.12,499.08,"B","MORTGAGE",0.6894948,"Not Verified","2013-01-01","Not Defaulted","home_improvement",16.62,"1991-07-01",13,1,26,"f","INDIVIDUAL","Arizona",65,3,96,164,157,313,139,"West"
449034,449110,"MN",2014,10000," 60 months",9.17,208.41,"B","MORTGAGE",0.6830059,"Not Verified","2015-11-01","Not Defaulted","credit_card",34.75,"2007-05-01",12,0,21,"w","INDIVIDUAL","Minnesota",125,35,371,307,211,62,159,"Midwest"
6258,6260,"AL",2013,10000," 36 months",10.99,327.34,"B","MORTGAGE",0.6720027,"Not Verified","2014-11-01","Not Defaulted","credit_card",25.23,"1998-06-01",10,0,18,"w","INDIVIDUAL","Alabama",4,388,55,195,104,262,39,"South"
55892,55907,"CA",2011,6000," 36 months",10.16,194.06,"B","OWN",0.6964679,"Not Verified","2012-08-01","Not Defaulted","credit_card",12.03,"1996-03-01",6,0,18,"f","INDIVIDUAL","California",14,401,353,96,114,375,59,"West"
608974,609067,"NY",2014,13500," 36 months",17.57,485.16,"D","MORTGAGE",0.6677529,"Verified","2015-07-01","Not Defaulted","debt_consolidation",31.29,"2004-04-01",8,0,12,"f","INDIVIDUAL","New York",406,333,428,277,44,285,454,"Northeast"
191011,191043,"CT",2012,20000," 36 months",14.3,686.48,"C","RENT",0.6949773,"Source Verified","2013-10-01","Not Defaulted","debt_consolidation",27.63,"1995-05-01",19,0,41,"f","INDIVIDUAL","Connecticut",29,436,430,358,133,315,108,"Northeast"
576987,577078,"NY",2012,6000," 36 months",13.98,205.01,"C","RENT",0.6619134,"Not Verified","2013-12-01","Not Defaulted","credit_card",19.78,"2006-06-01",12,0,18,"f","INDIVIDUAL","New York",389,325,426,254,40,284,455,"Northeast"
442425,442501,"MN",2012,14000," 36 months",9.67,449.58,"B","MORTGAGE",0.7140019,"Source Verified","2013-12-01","Not Defaulted","Others",5.52,"1997-01-01",8,0,23,"f","INDIVIDUAL","Minnesota",109,24,334,247,201,93,144,"Midwest"
695744,695848,"PA",2013,20000," 36 months",6.03,608.72,"A","RENT",0.7057937,"Source Verified","2014-09-01","Not Defaulted","debt_consolidation",9.83,"2002-08-01",16,0,28,"w","INDIVIDUAL","Pennsylvania",289,216,289,265,381,147,313,"Northeast"
810319,810432,"TX",2014,11000," 36 months",10.99,360.08,"B","MORTGAGE",0.6879801,"Verified","2015-06-01","Not Defaulted","home_improvement",13.02,"1990-07-01",5,1,10,"f","INDIVIDUAL","Texas",412,384,374,325,67,201,46,"South"
278221,278266,"GA",2013,21000," 36 months",7.69,655.07,"A","MORTGAGE",0.7285309,"Source Verified","2014-05-01","Not Defaulted","home_improvement",7.85,"1991-10-01",5,0,17,"w","INDIVIDUAL","Georgia",196,130,158,183,300,54,207,"South"
200406,200439,"CT",2014,25000," 36 months",6.49,766.12,"A","MORTGAGE",0.6982072,"Verified","2015-02-01","Not Defaulted","credit_card",10.74,"1999-06-01",18,0,31,"w","INDIVIDUAL","Connecticut",33,429,420,344,131,287,128,"Northeast"
401887,401947,"MD",2013,35000," 60 months",22.15,969.65,"E","OWN",0.7255825,"Verified","2014-05-01","Not Defaulted","small_business",13.94,"1993-05-01",15,0,45,"w","INDIVIDUAL","Maryland",134,49,376,216,222,40,147,"South"
673674,673773,"OR",2013,28000," 36 months",7.69,873.42,"A","MORTGAGE",0.7057937,"Source Verified","2014-10-01","Not Defaulted","credit_card",24.3,"2001-11-01",7,0,14,"f","INDIVIDUAL","Oregon",459,412,284,190,108,297,442,"West"
837987,838106,"VA",2014,10000," 36 months",7.89,312.86,"A","MORTGAGE",0.682408,"Not Verified","2015-05-01","Not Defaulted","debt_consolidation",14.63,"2001-06-01",10,0,18,"w","INDIVIDUAL","Virginia",216,106,327,155,301,14,217,"South"
395236,395295,"MA",2014,13725," 36 months",13.33,464.64,"C","MORTGAGE",0.6894948,"Not Verified","2015-08-01","Not Defaulted","debt_consolidation",3.77,"1981-10-01",9,1,15,"w","INDIVIDUAL","Massachusetts",221,100,418,283,293,115,169,"Northeast"
359138,359194,"KY",2013,35000," 60 months",15.31,838.36,"C","MORTGAGE",0.6945517,"Verified","2014-03-01","Not Defaulted","debt_consolidation",22.79,"1983-04-01",13,0,26,"f","INDIVIDUAL","Kentucky",456,372,90,268,92,276,56,"South"
23420,23427,"AZ",2012,1500," 36 months",15.61,52.45,"C","MORTGAGE",0.682408,"Verified","2013-11-01","Not Defaulted","Others",16.71,"1987-11-01",8,0,25,"f","INDIVIDUAL","Arizona",65,3,96,164,157,313,139,"West"
1925,1926,"AK",2014,5500," 36 months",13.99,187.96,"C","RENT",0.675259783375298,"Source Verified","2015-10-01","Not Defaulted","credit_card",19.69,"2008-11-01",7,0,14,"w","INDIVIDUAL","Alaska",223,188,443,373,326,19,417,"West"
192738,192771,"CT",2013,23900," 60 months",15.61,576.27,"D","MORTGAGE",0.6811816,"Source Verified","2014-10-01","Not Defaulted","debt_consolidation",15.71,"1996-10-01",13,0,33,"w","INDIVIDUAL","Connecticut",30,434,422,346,132,304,109,"Northeast"
113314,113341,"CA",2014,10000," 36 months",14.65,344.95,"C","OWN",0.6743352,"Source Verified","2015-04-01","Not Defaulted","debt_consolidation",14.52,"2002-08-01",15,1,31,"f","INDIVIDUAL","California",24,450,393,309,129,361,74,"West"
321043,321093,"IL",2014,35000," 60 months",16.55,861.4,"D","MORTGAGE",0.6936847,"Verified","2015-02-01","Not Defaulted","credit_card",25.13,"1986-08-01",11,0,19,"w","INDIVIDUAL","Illinois",313,247,361,232,414,172,351,"Midwest"
233773,233814,"FL",2013,10000," 36 months",14.31,343.29,"C","MORTGAGE",0.6586125,"Verified","2014-11-01","Not Defaulted","debt_consolidation",22.13,"2002-08-01",6,0,12,"f","INDIVIDUAL","Florida",324,248,78,107,423,155,389,"South"
493415,493497,"NC",2014,15000," 60 months",16.99,372.71,"D","MORTGAGE",0.675521,"Verified","2015-03-01","Not Defaulted","debt_consolidation",28.02,"1995-08-01",11,1,34,"w","INDIVIDUAL","North Carolina",199,155,185,212,304,65,236,"South"
732334,732439,"TN",2013,5400," 36 months",11.99,179.34,"B","MORTGAGE",0.6694294,"Source Verified","2014-04-01","Not Defaulted","debt_consolidation",25.9,"2002-09-01",12,0,34,"w","INDIVIDUAL","Tennessee",85,32,134,292,194,328,155,"South"
688442,688546,"PA",2012,10500," 36 months",14.33,360.56,"C","RENT",0.6684312,"Source Verified","2013-06-01","Not Defaulted","debt_consolidation",7.11,"2005-01-01",11,0,18,"w","INDIVIDUAL","Pennsylvania",281,205,275,219,380,148,306,"Northeast"
582197,582288,"NY",2013,24925," 60 months",16.99,619.32,"D","MORTGAGE",0.6789294,"Source Verified","2014-08-01","Not Defaulted","debt_consolidation",9.9,"1977-05-01",7,1,21,"f","INDIVIDUAL","New York",395,331,424,255,41,283,10,"Northeast"
657569,657663,"OH",2014,15000," 60 months",11.53,330.12,"B","RENT",0.6904699,"Source Verified","2015-05-01","Not Defaulted","debt_consolidation",13.64,"1999-08-01",8,1,22,"w","INDIVIDUAL","Ohio",263,194,248,310,355,102,287,"Midwest"
110608,110635,"CA",2013,20000," 36 months",7.9,625.81,"A","RENT",0.6818,"Source Verified","2014-03-01","Not Defaulted","debt_consolidation",12.15,"1985-04-01",10,0,23,"f","INDIVIDUAL","California",20,426,378,269,123,359,66,"West"
641930,642024,"OH",2013,31375," 36 months",12.99,1057,"B","MORTGAGE",0.684383,"Verified","2014-04-01","Not Defaulted","debt_consolidation",20.77,"1986-06-01",15,0,34,"w","INDIVIDUAL","Ohio",260,179,221,291,353,111,281,"Midwest"
239201,239242,"FL",2014,14000," 60 months",11.44,307.48,"B","OWN",0.7269259,"Verified","2015-01-01","Not Defaulted","debt_consolidation",24.57,"2000-08-01",22,0,35,"f","INDIVIDUAL","Florida",329,259,92,225,425,153,392,"South"
796849,796962,"TX",2014,15000," 36 months",5.32,451.73,"A","OWN",0.6727968,"Source Verified","2015-12-01","Not Defaulted","debt_consolidation",19.56,"1969-05-01",14,0,29,"w","INDIVIDUAL","Texas",412,384,374,325,67,201,46,"South"
96876,96900,"CA",2013,9600," 36 months",11.99,318.82,"B","RENT",0.6904699,"Not Verified","2014-01-01","Not Defaulted","debt_consolidation",14.76,"1986-05-01",8,0,24,"f","INDIVIDUAL","California",20,426,378,269,123,359,66,"West"
83189,83211,"CA",2013,5000," 36 months",14.64,172.45,"C","MORTGAGE",0.6949773,"Not Verified","2014-02-01","Not Defaulted","debt_consolidation",12.34,"1997-07-01",12,0,34,"f","INDIVIDUAL","California",20,426,378,269,123,359,66,"West"
556344,556432,"NV",2014,10000," 36 months",7.26,309.97,"A","MORTGAGE",0.6735741,"Source Verified","2015-09-01","Not Defaulted","credit_card",18.4,"1993-07-01",7,0,18,"w","INDIVIDUAL","Nevada",399,317,183,74,38,191,48,"West"
790907,791020,"TX",2014,15000," 36 months",27.31,614.88,"G","MORTGAGE",0.6805523,"Verified","2015-08-01","Not Defaulted","Others",25.13,"2000-03-01",13,0,29,"f","INDIVIDUAL","Texas",412,384,374,325,67,201,46,"South"
478741,478822,"NC",2011,33150," 36 months",15.31,1154.2,"C","MORTGAGE",0.6982072,"Source Verified","2012-08-01","Not Defaulted","debt_consolidation",21.36,"1997-05-01",17,0,51,"f","INDIVIDUAL","North Carolina",168,122,184,82,291,67,233,"South"
266738,266780,"GA",2010,24000," 36 months",9.91,773.4,"B","RENT",0.7057937,"Verified","2011-12-01","Not Defaulted","debt_consolidation",14.17,"1999-01-01",10,0,18,"f","INDIVIDUAL","Georgia",167,102,149,30,280,44,188,"South"
143686,143717,"CA",2014,4000," 36 months",13.33,135.42,"C","OWN",0.6629523,"Source Verified","2015-06-01","Not Defaulted","credit_card",30.32,"2005-05-01",17,0,24,"w","INDIVIDUAL","California",24,450,393,309,129,361,74,"West"
248497,248539,"FL",2014,6000," 36 months",12.69,201.27,"C","OWN",0.6509989,"Source Verified","2015-10-01","Not Defaulted","debt_consolidation",7.84,"1997-07-01",12,1,21,"w","INDIVIDUAL","Florida",329,259,92,225,425,153,392,"South"
